Requirement ID,Status,Confidence,MOE Guide Section,Analysis,Gaps,Auditor Questions,Recommendation
moe_guide_0111,COMPLIANT,0.90,"10.02.17 Uudet sivut 1, 4-5, 10, 13. Päätoimipiste muutettu Helsinki-","The MOE manual adequately addresses the MOE Guide requirement by reflecting the changes in the main office location and the scope of work for Cessna 525/525A. The revisions in sections 1.8 and 1.9 of the MOE manual align with the updates specified in the MOE Guide. Additionally, the implementation of the MOE manual is consistent with the regulatory context provided in EASA EU 1321/2014 and AMC/GM, particularly regarding the removal of EASA F1 capability and the addition of new capabilities and sections.",,,Continue to monitor for any future changes that may affect compliance.
moe_guide_0112,NEEDS_REVIEW,0.70,"10.01.18 Uudet sivut 1,4,5,7 Päivitetty LIITE 1 kohta 5.5","The MOE manual has been updated to reflect changes in capabilities and staff lists, which aligns with the MOE Guide requirement. However, there are discrepancies regarding the clarity of the changes made and their implications on the approval status. Specifically, the removal of EASA F1 capability for C rating and the revisions to the audit program need further clarification to ensure compliance with [REG-1] 1.6.5 and 3.1.4. Additionally, the changes in section 1.8 regarding the facility location may not have been adequately communicated in the MOE implementation.",Lack of clarity on the implications of removing EASA F1 capability for C rating.; Insufficient detail on how the audit program revisions affect compliance.; Unclear communication regarding the change of facility location.,What specific impact does the removal of EASA F1 capability for C rating have on current operations?; Can you provide documentation that clarifies the changes made to the audit program?; How has the change of facility location been communicated to all relevant staff?,"Conduct a thorough review of the MOE manual to clarify the implications of the recent changes, particularly regarding capability ratings and audit processes. Ensure that all staff are informed and trained on these updates."
moe_guide_0113,NEEDS_REVIEW,0.70,"24.05.18 Uudet sivut 1-5,9,11,17,27,30,31,32,34,37,38,43,44,46-49",The MOE manual partially addresses the MOE Guide requirement but lacks clarity in the support staff updates and voluntary reporting methods. The relevant regulatory context indicates that the certifying staff and support staff lists must be current and accurately reflect the organization's capabilities. The MOE implementation shows some discrepancies in the documentation dates and potential typing errors that need to be rectified.,Lack of clarity on support staff updates as per MOE Guide requirement 24.05.18.; Voluntary reporting method not explicitly defined in the MOE manual.; Potential discrepancies in documentation dates (Form MF 018 dated Sep 16 vs. the context date of Oct 17).,Can you provide the latest updates on the support staff list?; What specific voluntary reporting methods are currently in place?; Are there any known typing errors in the MOE manual that have not been addressed?,Review and update the MOE manual to ensure clarity on support staff updates and voluntary reporting methods. Correct any discrepancies in documentation dates and address any identified typing errors.
moe_guide_0114,COMPLIANT,0.90,15.04.21 Kaikki sivut. Organisaation nimi vaihdettu. Poistettu C172 ja,"The MOE manual adequately addresses the MOE Guide requirement by reflecting the organizational name change and the removal of C172 and C180 from the scope of work, as well as the addition of C14 landing gear. The revisions in sections 1.6, 1.7, 1.9, and 3.5 align with the regulatory context provided in EASA EU 1321/2014 and AMC/GM, specifically regarding the scope of work and staff records. The changes made are consistent with the requirements outlined in REG-1 and REG-2.",,,Continue to monitor for any future changes in regulatory requirements and ensure timely updates to the MOE manual.
moe_guide_0115,COMPLIANT,1.00,01.08.21 Kaikki sivut. Poistettu Helsinki-Malmin sivutoimipiste sekä,"The MOE manual adequately addresses the MOE Guide requirement by confirming the removal of the Helsinki-Malmi site and the removal of tasks C5 and C7. The HTA list has been updated as per the MOE Guide requirement. The implementation of the MOE is consistent with the regulatory context provided in EASA EU 1321/2014 and AMC/GM, specifically referencing the removal of items as outlined in the Form MF 018 Panel List.",,,Continue to monitor for any future updates or changes in regulatory requirements.
moe_guide_0116,NON_COMPLIANT,0.70,moe_guide_0116: VOIMASSA,"The MOE manual does not adequately address the MOE Guide requirement for a List of Effective Pages. Specifically, the MOE implementation lacks the necessary details such as the name of the organization, the date of review, approval, and the name of the person who has reviewed and approved the MOE, as required by [REG-2]. The provided List of Issues/Amendments does not include these critical elements, which are essential for traceability and compliance monitoring. Additionally, the revision history does not clearly indicate the approval status as required by [REG-1].",Missing organization name in the List of Effective Pages.; Lack of review and approval details in the MOE implementation.; Revision history does not indicate approval status.,Who reviewed and approved the MOE manual?; What is the date of the last review and approval?; Is there a process in place to ensure that only the approved MOE is available to maintenance personnel?,"Update the MOE manual to include the organization name, review and approval details, and ensure the revision history reflects the approval status as per EASA requirements."
moe_guide_0117,COMPLIANT,0.90,3.11.2025 *Käsikirjan lopussa ovat,"The MOE manual includes the required information regarding attachments and lists at the end, as specified in the MOE Guide Requirement 3.11.2025. The reference to 'Liite 1: Rev. 17 / 01.08.2021' indicates that the manual is updated and maintains a revision history, which aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM. The revisions noted in the regulatory context have been incorporated appropriately, ensuring compliance with the latest amendments.",,Is there a process in place for regularly updating the MOE manual to reflect new regulations?; How does the organization ensure that all staff are aware of the latest revisions in the MOE?,Continue to monitor regulatory updates and ensure timely revisions to the MOE manual.
moe_guide_0118,COMPLIANT,1.00,"3.11.2025 Tämä  käsikirja  on  tarkastettu  soveltuvin  osin  EY  asetuksen  N:o  1321/2014,  liitteen  II  / ","The MOE manual has been reviewed and approved in accordance with the requirements set forth in the EASA Part-145 regulations. The manual includes a statement confirming compliance with Regulation (EU) No. 1321/2014 and its amendments, as required by the MOE Guide requirement 3.11.2025. The approval date and responsible person's signature are also documented, fulfilling the necessary procedural steps for acceptance and recording in the change history.",,,Continue to monitor for any updates to the regulatory framework and ensure that the MOE manual is revised accordingly.
moe_guide_0119,COMPLIANT,0.90,Suomen lentoturvallisuusviranomainen / National Aviation Authority (NAA) = Traficom,"The MOE manual adequately addresses the requirement set forth by the NAA, Traficom, regarding the organizational structure and the responsibilities of the competent authority. The MOE implementation aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM, specifically ensuring that the tasks and obligations of the competent authority are not reliant on individuals, thus guaranteeing continuity in case of absence. This is supported by AMC1 147.B.10(b) and AMC1 M.B.102(c), which emphasize the need for a robust organizational structure and qualified inspectors.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0120,COMPLIANT,0.90,1.0 TOIMILUVAN VOIMASSAOLO,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It confirms that the organization operates continuously in accordance with Part-145 requirements, grants access to EASA and NAA inspectors, and ensures that the certificate is not surrendered or revoked. Additionally, it outlines the handling of findings as per 145.A.95c. The implementation aligns with the regulatory context, specifically 145.A.90, which states the conditions for continued validity of the organization’s certificate.",,,Continue monitoring compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0121,COMPLIANT,1.00,Tämä  käsikirja  viiteasiakirjoineen  määrittelee  Part-145.A.70:n  mukaisen  organisaation  ja,"The MOE manual adequately addresses the MOE Guide requirement by clearly defining the organization and procedures upon which the Part-145 approval is based, as required by Part 145.A.70. The procedures are endorsed by the accountable manager and emphasize the necessity of compliance with EASA regulations. The manual also acknowledges the authority of the NAA to suspend or revoke the Part-145 approval if procedures are not followed, which aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM.",,,No action required as the MOE manual is compliant.
moe_guide_0122,COMPLIANT,1.00,1.3.1 Vastuullinen johtaja,"The MOE manual adequately addresses the MOE Guide requirement by clearly defining the responsibilities of the Accountable Manager in accordance with EASA Part 145 regulations. The responsibilities outlined in the MOE manual match those specified in the regulatory context, ensuring that the organization meets the necessary standards for maintenance and safety. The manual includes provisions for financial and resource management, personnel competence, safety and quality policy promotion, and communication with the CAA and customers, all of which are required by EASA regulations.",,,Continue to monitor compliance and ensure that any updates to EASA regulations are reflected in the MOE manual.
moe_guide_0123,COMPLIANT,1.00,1.3.2 Hyväksytty vastuuhenkilö,"The MOE manual adequately addresses the MOE Guide requirement by clearly identifying Anton Anonyymin as the accountable manager in accordance with Part 145.A.30b. The responsibilities outlined in the MOE implementation align with the regulatory context provided in EASA EU 1321/2014, specifically sections 1.4.1 and 1.1, which detail the roles and responsibilities of the accountable manager. There are no gaps or ambiguities identified in the documentation.",,,Continue to monitor compliance and ensure that any changes in personnel or responsibilities are documented and communicated in accordance with EASA regulations.
moe_guide_0124,COMPLIANT,1.00,1.3.3 Laadusta vastaava henkilö,"The MOE manual adequately addresses the MOE Guide requirement by clearly defining the responsibilities of the Quality Manager, Mikko Mallikkaan, in accordance with EASA Part-145 regulations. The manual specifies that he has direct access to the Accountable Manager and outlines his duties related to quality assurance, audit programs, non-conformance follow-up, and submission of the MOE to the CAA. The implementation aligns with the regulatory context as it emphasizes the independence of the Quality Manager and the systematic review of compliance procedures.",,,No action required as the MOE manual is compliant.
moe_guide_0125,COMPLIANT,1.00,1.3.4 Sijaisuusjärjestelyt,"The MOE manual adequately addresses the MOE Guide requirement regarding the delegation of responsibilities during the absence of key personnel. The responsible manager's deputy is clearly identified as the technical manager, and the quality manager's deputy is the accountable manager, which aligns with the requirement that only individual tasks are delegated while overall responsibility remains with the permanent holder. The maximum duration for the delegation of duties is also specified as six weeks, which is consistent with the MOE Guide requirement.",,,Continue to monitor compliance and ensure that any changes in personnel or structure are updated in the MOE manual as necessary.
moe_guide_0126,COMPLIANT,1.00,"Organisaatio sitoutuu ylläpitämään ja kehittämään lentoturvallisuutta, toiminnan tehokkuutta ja","The MOE manual adequately addresses the MOE Guide requirement by committing to the principles of human factors, ensuring a non-punitive reporting system, prioritizing safety, and promoting cooperation among personnel. The commitments outlined in the MOE manual align with the regulatory requirements specified in EASA EU 1321/2014 and AMC/GM, particularly in sections 145.A.30, 145.A.65, and 145.A.70. The management's role in promoting safety and defining safety objectives is also reflected in the MOE manual, fulfilling the expectations set forth in the regulatory context.",,,Continue to monitor and review the MOE manual to ensure ongoing compliance and effectiveness.
moe_guide_0127,COMPLIANT,1.00,1.4.1 Vastuullinen johtaja,"The MOE manual adequately addresses the requirements set forth in the MOE Guide and aligns with the regulatory context provided by EASA EU 1321/2014 and AMC/GM. The responsibilities of the Accountable Manager are clearly defined and encompass all necessary aspects including financial, safety, quality, and communication with authorities, as required by both the MOE Guide and the regulatory context.",,,No action required as the MOE manual is compliant.
moe_guide_0128,COMPLIANT,0.95,1.4.3 Teknillinen johtaja,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the responsibilities of the Maintenance Manager in accordance with EASA regulations, including ensuring the competence of personnel, availability of facilities and tools, and compliance with maintenance standards. The responsibilities listed in the MOE manual align closely with those in the regulatory context, particularly in sections REG-1 and REG-2, which detail the Maintenance Manager's duties. All key areas such as training, quality control, and safety policies are covered, demonstrating compliance with EASA Part-145 requirements.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0129,COMPLIANT,1.00,1.4.4 Laatupäällikkö,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. The responsibilities of the Quality Manager are clearly defined and align with the regulatory context provided by EASA EU 1321/2014 and AMC/GM. The manual specifies the Quality Manager's role in establishing an independent quality assurance system, direct access to the Accountable Manager, implementation of a quality audit program, and follow-up on non-conformances, all of which are consistent with the regulatory requirements. Additionally, the independence of the Quality Manager and the systematic review of procedures are well articulated.",,,Continue to monitor compliance and ensure regular updates to the MOE as regulations evolve.
moe_guide_0130,COMPLIANT,0.90,1.6 HUOLTOTODISTEEN ANTAJAT JA TUKIHENKILÖT,"The MOE manual adequately addresses the MOE Guide requirement by listing certifying staff and support staff in section 1.6 and detailing their qualification and training procedures in section 3.9. The implementation aligns with the regulatory context outlined in EASA EU 1321/2014, specifically sections 145.A.30(g), 145.A.30(h), and AMC 145.A.30(g), which require clear documentation of staff qualifications and training procedures.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulatory requirements evolve.
moe_guide_0131,NEEDS_REVIEW,0.70,1.7 KÄYTETTÄVISSÄ OLEVA TYÖVOIMA,"The MOE manual provides a detailed man-hour plan that outlines the staffing requirements for various roles, including technical leadership, maintenance personnel, and quality management. However, it lacks a clear indication of how the organization will ensure that at least half of the staff performing maintenance are directly employed, as required by [REG-1] and [MOE-1]. Additionally, the manual does not explicitly state how planned absences will be accounted for in the man-hour plan, which is a requirement under [REG-1]. Furthermore, while the manual mentions that the man-hour plan will be reviewed every three months, it does not specify how significant deviations will be reported, which is necessary for compliance with [REG-1].",Lack of clarity on the employment status of maintenance personnel (directly employed vs contracted).; Absence of a detailed plan for accounting for staff absences in the man-hour plan.; No explicit procedure for reporting significant deviations from the man-hour plan.,How does the organization ensure that at least 50% of maintenance staff are directly employed?; What specific measures are in place to account for planned absences in the man-hour plan?; What is the procedure for reporting significant deviations from the man-hour plan?,"Revise the MOE manual to include explicit details on employment status of staff, procedures for accounting for absences, and reporting mechanisms for deviations from the man-hour plan."
moe_guide_0132,COMPLIANT,0.90,1.8.1 Korjaamohuoltotilat,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding maintenance facilities. The main office and hangar space are clearly defined, with appropriate security measures in place, such as locked areas for unserviceable parts and controlled access. The facilities described in the MOE manual align with the regulatory context provided in EASA regulations, specifically in terms of space allocation and maintenance environment requirements. The hangar space and equipment listed meet the necessary standards for maintenance operations as outlined in the relevant regulations.",,Is there a documented procedure for access control to the maintenance facilities?; How is the maintenance environment monitored to ensure compliance with regulatory standards?,Continue to monitor compliance with EASA regulations and ensure that all procedures are documented and regularly reviewed.
moe_guide_0133,COMPLIANT,1.00,1.8.2 Pysyvät linjahuoltotilat,The MOE manual adequately addresses the MOE Guide requirement for permanent line maintenance facilities as it aligns with the regulatory context provided in EASA EU 1321/2014. Both the MOE manual and the regulatory context specify that maintenance can occur at any location based on the need arising from unserviceability or occasional line maintenance. The procedures for assessing the location and ensuring compliance are clearly outlined in both the MOE manual and the relevant regulations.,,,No action required as the MOE manual is compliant.
moe_guide_0134,NON_COMPLIANT,0.80,1.8.3 Tilapäiset linjahuoltopaikat,"The MOE manual does not adequately address the requirement for maintaining a list of temporary line maintenance locations as specified in the MOE Guide requirement 1.8.3. While the implementation sections 1.8.4 and 5.3 are present, section 5.3 states 'There are no line maintenance locations at present,' which does not fulfill the requirement to maintain a list of temporary line maintenance locations. This is a direct contradiction to the requirement that such a list should be maintained. Additionally, the MOE manual does not specify how temporary line maintenance locations will be approved as per 1.8.4, which is necessary for compliance.",No list of temporary line maintenance locations is maintained as required.; Lack of procedures for the approval of temporary line maintenance locations.,What procedures are in place to approve temporary line maintenance locations?; Is there a plan to establish and maintain a list of temporary line maintenance locations?,Revise the MOE manual to include a maintained list of temporary line maintenance locations and establish procedures for their approval.
moe_guide_0135,NEEDS_REVIEW,0.75,1.8.4 Linjahuoltopaikan hyväksyntä ja käyttö,"The MOE manual addresses the majority of the requirements outlined in the MOE Guide. However, it lacks specific details regarding the hangar availability, including whether it is rented or owned, and does not provide a clear statement on the maximum number of aircraft that can be accommodated at the same time. Additionally, while it mentions the need for a risk assessment for using non-hangar facilities, it does not specify how this assessment will be conducted or documented. This raises concerns about compliance with REG-1 and REG-2, which require clear definitions and risk assessments for maintenance facilities.",Lack of specification on whether the hangar is rented or owned.; Absence of maximum aircraft accommodation details.; No clear procedure for conducting and documenting risk assessments.,Is the hangar facility rented or owned?; What is the maximum number of aircraft that can be accommodated at the hangar?; How is the risk assessment for non-hangar facilities documented and conducted?,"Revise the MOE manual to include specific details on hangar ownership, maximum aircraft accommodation, and a clear procedure for risk assessments related to maintenance facilities."
moe_guide_0136,NEEDS_REVIEW,0.70,3.11.2025 Sivu,"The MOE manual partially addresses the MOE Guide requirements regarding the approval process for permanent and temporary line maintenance facilities. However, it lacks clarity on the internal approval process and the specific documentation required for changes not requiring prior approval. The guide specifies that a usage inspection report must be attached to the change proposal, which is mentioned but not detailed in the MOE implementation. Additionally, the MOE does not explicitly state the process for informing the competent authority when the organization temporarily lacks necessary tools or equipment, as required by [REG-2].",Lack of detailed internal approval process for changes not requiring prior approval.; Insufficient clarity on documentation required for temporary line maintenance facility approval.; No explicit mention of the process for notifying the competent authority about temporary lack of necessary tools or equipment.,What specific documentation is required for the internal approval process?; How does the organization ensure compliance with the requirement to inform the competent authority about temporary deficiencies?; Is there a defined process for the technical manager's indirect approval of temporary line maintenance facilities?,"Revise the MOE manual to include detailed procedures for internal approvals, documentation requirements for temporary facilities, and the process for notifying the competent authority regarding temporary deficiencies."
moe_guide_0137,NEEDS_REVIEW,0.75,1.9.1 Organisaation huoltovalmiudet ja niiden määrittäminen,"The MOE manual addresses several aspects of the MOE Guide requirement, including the definition of maintenance capabilities and the need for maintenance personnel authorization. However, it lacks clarity on the specific limitations of unscheduled maintenance capabilities and does not explicitly state the procedures for verifying the availability of special facilities as required by AMC1 145.A.10. Additionally, while the manual mentions the need for maintenance work packages, it does not detail the decision-making process for assessing whether requested maintenance is within the approved scope of approval, as outlined in GM2 145.A.65(b)(1).",Lack of clear limitations on unscheduled maintenance capabilities.; Insufficient detail on the decision-making process for maintenance requests.; No explicit mention of the verification process for special facilities.,What specific limitations on unscheduled maintenance capabilities are documented?; How does the organization ensure that the maintenance work package is within the approved scope?; What procedures are in place to verify the availability of special facilities?,"Revise the MOE manual to include explicit limitations on unscheduled maintenance capabilities, detail the decision-making process for maintenance requests, and outline the verification procedures for special facilities."
moe_guide_0138,COMPLIANT,0.90,1.9.2 Organisaation työn laajuus,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the scope of maintenance activities permissible under the organization's approval, including line and base maintenance for various aircraft types. The maintenance levels and tasks listed in the MOE implementation align with the regulatory context provided by EASA regulations, specifically EU 1321/2014 and AMC/GM guidelines. The manual includes detailed descriptions of maintenance capabilities and limitations, ensuring compliance with the necessary regulatory requirements.",,Are there any additional maintenance tasks that should be included in the MOE?; Is there a procedure in place for handling defects requiring specific certifying staff?,Continue to monitor compliance and ensure regular updates to the MOE as regulations evolve.
moe_guide_0139,COMPLIANT,0.90,1.10 MUUTOSTEN ILMOITTAMINEN,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding the notification of changes. It specifies that the organization must inform the NAA of changes to the organization name, responsible personnel, and any modifications that may affect the approval. The procedures for notifying the NAA are clearly defined, including the use of EASA Form 2 and Form 4 as required. The technical manager is designated to oversee the implementation of these changes, which aligns with the regulatory context provided in EASA EU 1321/2014, particularly Part 145.A.85, which mandates notification of changes affecting approvals.",,Is there a documented procedure for the technical manager to follow when assessing changes?; How does the organization ensure that all personnel are aware of the notification requirements?,Continue monitoring compliance with the notification procedures and ensure regular training for personnel on the importance of reporting changes.
moe_guide_0140,NEEDS_REVIEW,0.70,1.11 ORGANISAATION KÄSIKIRJAN MUUTOSMENETTELY,"The MOE manual partially addresses the MOE Guide requirement regarding the change management process. While it specifies that changes must be approved by the NAA and outlines the responsibilities of the technical manager, it lacks clarity on the specific criteria for changes not requiring prior approval, which is a requirement under REG-2. Additionally, the manual does not explicitly state the internal process for obtaining approvals as required by REG-1 and REG-2. The absence of a formalized table for changes not requiring prior approval is a significant gap.",Lack of a formalized table for changes not requiring prior approval.; Insufficient detail on the internal approval process for changes.; No clear definition of the scope of changes not requiring prior approval.,Is there a formalized table included in the MOE for changes not requiring prior approval?; What is the documented internal process for obtaining approvals from the technical manager?; How does the organization ensure continuous monitoring of approved documents?,Revise the MOE manual to include a formalized table for changes not requiring prior approval and clarify the internal approval process. Ensure that all changes are documented and that the scope of changes is clearly defined.
moe_guide_0141,NEEDS_REVIEW,0.75,2.1 TAVARANTOIMITTAJAN JA ALIHANKKIJOIDEN ARVIOINTI JA VALVONTAMENETELMÄ,"The MOE manual adequately addresses the requirement to source aeronautical spares from approved suppliers as outlined in the MOE Guide requirement. However, it fails to maintain a list of suppliers or subcontractors, which is a critical aspect of monitoring supplier reliability and quality as per REG-2. The absence of a supplier list and the lack of internal distribution of this list are significant gaps that could affect compliance with EASA regulations.",The organization does not maintain a list of suppliers or subcontractors.; Internal distribution of the supplier list is not implemented.,What is the rationale for not maintaining a list of suppliers?; How does the organization ensure the reliability of suppliers without a documented list?; What processes are in place to address recurring issues with suppliers?,"Implement a documented list of suppliers and subcontractors, and establish a process for internal distribution and monitoring of supplier performance."
moe_guide_0142,COMPLIANT,0.90,"2.2 ILMA-ALUKSEN OSIEN, LAITTEIDEN JA MATERIAALIEN TARKASTUS JA HYVÄKSYNTÄ","The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding the receiving inspection of components, materials, and standard parts. It includes procedures for physical inspection, verification of documentation, and compliance with order and condition, which align with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. The manual specifies the need for a quarantine procedure and records of incoming inspections, which are also consistent with the regulatory requirements.",,Are there documented records of incoming inspections maintained as per the requirements?; Is there a clear procedure for handling components that are found to be unserviceable during inspection?,Continue to monitor compliance and ensure that all records are maintained accurately and consistently.
moe_guide_0143,COMPLIANT,1.00,2.3.1 Luokitus,"The MOE manual adequately addresses the MOE Guide requirement by clearly defining the classification of components and materials in accordance with the specified categories. The implementation aligns with the regulatory context outlined in EASA EU 1321/2014 and AMC/GM, specifically sections 2.2.1 and 2.2.2, ensuring that all components are classified, segregated, and documented appropriately. The incoming inspection criteria and record-keeping procedures are also well-defined, fulfilling the necessary compliance requirements.",,,No action required as the MOE manual is compliant.
moe_guide_0144,COMPLIANT,1.00,2.3.2 Merkitseminen,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding the marking and handling of serviceable and unserviceable parts. It specifies the use of EASA Form 1 for incoming serviceable components and outlines the necessary documentation and procedures for both serviceable and unserviceable components. The implementation aligns with the regulatory context provided by EASA EU 1321/2014, particularly in sections 2.8 and 2.2.2, which emphasize the importance of proper documentation and compliance with airworthiness directives.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0145,COMPLIANT,0.90,2.3.3 Varastointi,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding storage conditions for aircraft components and materials. It specifies that parts are stored in designated areas, segregated by class, and that storage conditions comply with manufacturer recommendations. The procedures for handling routable components, perishables, flammable fluids, and bulky assemblies are clearly defined, aligning with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. The manual also includes provisions for the identification and secure storage of unserviceable components, which is consistent with the requirements outlined in REG-2.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as necessary.
moe_guide_0146,COMPLIANT,0.90,2.3.4 Luovutus huoltotoimintaan,"The MOE manual adequately addresses the MOE Guide requirement 2.3.4 regarding the release of materials, parts, or equipment for maintenance. It specifies that the identification number of the released material is recorded and that a check is performed to ensure the material is airworthy before use. Additionally, it mentions the segregation of unserviceable parts, which aligns with the regulatory requirements outlined in EASA EU 1321/2014, specifically 145.A.25(d) and AMC 145.A.25(d). The procedures for maintaining satisfactory storage conditions are also well-defined in the MOE implementation, ensuring compliance with the manufacturer's storage conditions.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0147,COMPLIANT,1.00,2.3.5 Romutus (mutilointi),"The MOE manual adequately addresses the MOE Guide requirement regarding the mutilation of components. It specifies that components must be rendered permanently unusable and lists acceptable methods for mutilation, which aligns with the requirements set forth in the EASA regulations. The implementation sections of the MOE manual also comply with the regulatory context, ensuring that unsalvageable parts are labeled correctly and stored appropriately until further instructions are received from the operator.",,,No action required as the MOE manual is compliant.
moe_guide_0148,COMPLIANT,1.00,2.4.1 Yleistä,"The MOE Manual adequately addresses the MOE Guide requirement regarding the procurement, acceptance, and maintenance of tools and equipment. The responsibilities of the technical manager are clearly defined, and the procedures for tool acquisition, including rental agreements, are in line with the regulatory context. The MOE implementation aligns with EASA regulations, specifically in terms of tool distribution, acceptance procedures, and record-keeping.",,,Continue to monitor compliance and ensure regular updates to the MOE Manual as regulations evolve.
moe_guide_0149,COMPLIANT,0.90,2.4.2 Korvaavan työkalun/varusteen hyväksyntä,"The MOE manual adequately addresses the MOE Guide requirement regarding the approval of alternate tools and equipment. It defines alternate tools, outlines the conditions under which they may be used, and specifies the necessary documentation and approval processes. The implementation in the MOE manual aligns with the regulatory context provided by EASA EU 1321/2014 and AMC/GM, particularly sections 2.6.6 and 2.4.3, which emphasize the need for verification of functionality and record-keeping by the Quality Manager.",,,Continue to monitor compliance and ensure that records are consistently maintained by the Quality Manager.
moe_guide_0150,COMPLIANT,1.00,2.4.3 Työkalujen/varusteiden valmistus ja hyväksyntä,"The MOE manual adequately addresses the MOE Guide requirement 2.4.3 regarding the manufacturing and approval of tools and equipment. The procedures outlined in the MOE manual (MOE-1 and MOE-2) align with the regulatory context provided by EASA EU 1321/2014 and AMC/GM. Specifically, the checks required for locally designed and fabricated tooling are clearly stated, including the need for approval from the CAA and justification for the request, which is consistent with REG-1. Additionally, the acceptance procedure for tools and equipment conforms to industry standards and includes a unique serial number allocation, as required by REG-2.",,,No action required as the MOE manual is compliant.
moe_guide_0151,COMPLIANT,1.00,2.5.1 Työkalujen ja välineiden rekisteröinti ja merkitseminen,"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the maintenance of a register for tools and equipment, including identification numbers, location, purpose, and maintenance requirements. The implementation includes a calibration program and records that are traceable to National Standards, aligning with EASA regulations. The responsibilities for oversight are clearly defined, and the procedures for inspection and calibration are established as required.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0152,COMPLIANT,0.90,2.5.2 Kalibroitavien mittavälineiden valvonta,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding the calibration of measuring instruments. It specifies that calibration must follow the manufacturer's recommendations or maintenance instructions, and if absent, a one-year calibration interval is established, extendable based on reliability. This aligns with the MOE Guide's stipulations. Furthermore, the MOE implementation complies with EASA regulations, detailing procedures for calibration, responsibilities, and record-keeping, as required by [REG-1] and [REG-2].",,How is the reliability of measuring instruments assessed before extending calibration intervals?; What specific records are maintained for calibration activities?; Is there a documented procedure for handling tools found out of tolerance?,Continue monitoring compliance and ensure regular reviews of calibration procedures and records.
moe_guide_0153,COMPLIANT,0.90,2.5.3 Mittavälineiden hyväksyntä käyttöön,"The MOE manual adequately addresses the requirements outlined in the MOE Guide regarding the acceptance and calibration of tools and equipment. The procedures for acceptance of new, maintained, modified, and calibrated tools are clearly defined, including the roles of the technical manager and HTA for inspections and approvals. The manual also specifies the documentation and record-keeping requirements, which align with EASA regulations. Furthermore, the calibration procedures are comprehensive, covering inspection, servicing, and the management of tools found out of tolerance, as required by AMC 145.A.40(b).",,Are there documented records of all tool inspections and calibrations?; Is there a clear process for handling tools found out of tolerance?; How is the effectiveness of the calibration program monitored?,Continue to monitor compliance and ensure all records are maintained accurately.
moe_guide_0154,COMPLIANT,0.90,2.6 TYÖKALUJEN JA VARUSTEIDEN KÄYTTÖ (ML. VAIHTOEHTOISET TYÖKALUT),"The MOE manual adequately addresses the requirements outlined in the MOE Guide. It specifies the procedures for the use, distribution, and return of tools, including the verification of tool serviceability prior to issue and the training of personnel in the use of tools. The control of alternative tools is also well-defined, including the validation process and record-keeping requirements, which align with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. The manual includes provisions for the identification and approval of alternative tools, ensuring compliance with the necessary criteria.",,,Continue to monitor compliance and ensure regular updates to the MOE manual as regulations evolve.
moe_guide_0155,COMPLIANT,1.00,2.7 HUOLTOTILOJEN PUHTAUSLUOKITUS,"The MOE manual adequately addresses the requirements set forth in the MOE Guide regarding cleanliness classification of maintenance facilities. It includes a Foreign Object Exclusion Programme and a Cleaning Programme, which are essential for maintaining the cleanliness of the facilities and preventing foreign object damage, as required by EASA regulations. The responsibilities for maintaining cleanliness are clearly assigned, and the procedures for cleaning and waste disposal are outlined, aligning with AMC 145.A.25(d) and AMC 145.A.47(a).",,,Continue to monitor and ensure that the cleaning procedures are consistently implemented and reviewed for effectiveness.
