Requirement ID,Status,Confidence,MOE Guide Section,Analysis,Gaps,Auditor Questions,Recommendation
moe_guide_0100,NEEDS_REVIEW,0.80,2.13.3 Completion of Maintenance Documentation. ............................................................................................. 82...,"The MOE Manual partially addresses the MOE Guide requirement but lacks specific details on the verification process for completed maintenance documentation as outlined in [REG-3]. The manual references sign-off procedures and retention of records but does not explicitly detail the assembly and verification of all maintenance documentation, including replaced components and work order completion. The manual also does not clearly address the recording of test results and dimensions as per [REG-3] and 2.13.6.",Lack of detailed verification process for completed maintenance documentation; No explicit mention of recording test results and dimensions; Insufficient detail on handling owner/operator supplied work cards/sheets,How does the organization ensure all replaced components are correctly recorded and certified?; What procedures are in place for recording test results and dimensions as per 2.13.6?; How are owner/operator supplied work cards/sheets reviewed and verified for compliance with the latest airworthiness data?,"Revise the MOE to include detailed procedures for the verification of completed maintenance documentation, recording of test results and dimensions, and handling of owner/operator supplied work cards/sheets. Ensure all regulatory requirements from [REG-3], 2.13.6, and 2.13.7 are explicitly addressed."
moe_guide_0101,COMPLIANT,0.95,2.14 Technical Records Control. ................................................................................................................................... 84...,"The MOE Manual adequately addresses the MOE Guide requirement for Technical Records Control. It incorporates the necessary elements from the regulatory context, including accessibility, organization, security, and backup of records. The MOE sections [MOE-1], [MOE-2], and [MOE-3] align with the regulatory requirements [REG-1], [REG-2], and [REG-3], respectively. The MOE provides detailed instructions on record-keeping, including the use of both paper and electronic formats, safeguards against unauthorized access, and backup procedures.",None identified,Are there any specific procedures in place to ensure the traceability and retrievability of records throughout the required retention period?; How is the controlled access to sensitive data implemented and monitored?; What measures are in place to ensure the integrity of electronic records during hardware or software changes?,"No specific action items required as the MOE is compliant. However, regular audits should be conducted to ensure ongoing compliance with the record-keeping requirements."
moe_guide_0102,COMPLIANT,0.90,2.15 Rectification of Defects Arising During Maintenance........................................................................................... 85...,"The MOE Manual adequately addresses the rectification of defects arising during maintenance, including analysis, notification processes, and deferral procedures. It aligns with EASA Part-145 requirements by detailing defect analysis, customer notification, and strict prohibitions against deferring defects affecting flight safety. The manual references appropriate sections for defect reporting and deferral, ensuring compliance with regulatory expectations.","The MOE could further clarify the liaison process with type certificate holders and regulatory authorities for defects likely to affect other aircraft, as suggested in REG-3 6.1.6(b).",How does the organization ensure that deferred defects are continuously monitored and analyzed for potential safety impacts?; What specific procedures are in place for liaising with type certificate holders when defects are likely to affect other aircraft?,"Enhance the MOE by explicitly detailing the process for liaising with type certificate holders and regulatory authorities when defects are identified that could affect other aircraft, as per REG-3 6.1.6(b)."
moe_guide_0103,COMPLIANT,0.95,2.16 Release to Service Procedure. .............................................................................................................................. 86...,"The MOE Manual adequately addresses the MOE Guide requirement for Release to Service Procedure. It includes detailed provisions for the certificate of release to service (CRS), aligning with AMC1 ML.A.801(e) and AMC1 ML.A.801. The manual specifies the necessary documentation and procedures, including the use of CRS, flight test reports, lists of modifications, repairs, ADs, maintenance visit reports, and test bench reports, as required by [REG-2] and [MOE-2]. The manual also covers general requirements for release to service, including the statements to be included in the CRS, the revision status of maintenance instructions, and the method of signature, as per [MOE-1] and [MOE-3].",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0104,COMPLIANT,0.95,2.16.1 General requirements of the release to service ........................................................................................... 86...,"The MOE Manual adequately addresses the MOE Guide requirement for the release to service by detailing the necessary statements, documentation, and procedures as per the regulatory context. It includes specific statements for both standard and pilot-owner maintenance, references to maintenance instructions, and requirements for electronic signatures. The manual also covers the retention of records and cross-referencing for extensive maintenance.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0105,COMPLIANT,0.90,2.16.2 Aircraft maintenance release to service (Ax ratings). .................................................................................. 87...,"The MOE Manual adequately addresses the requirement for aircraft maintenance release to service (Ax ratings) as specified in the MOE Guide and regulatory context. The MOE includes the required certification statement and outlines the responsibilities of certifying staff, aligning with EASA Part-145 requirements. The manual also references the need for compliance with approved maintenance data and the traceability of parts, which are key regulatory requirements.",,,No specific action items required as the MOE is compliant with the regulatory requirements.
moe_guide_0106,COMPLIANT,0.90,2.16.3 Components/engines/APUs maintenance release to service (Cx/Bx ratings). ............................................ 88...,"The MOE Manual adequately addresses the requirement for Components/engines/APUs maintenance release to service (Cx/Bx ratings) by including detailed tables and procedures that align with the ATA Specification 2200 chapters as required by AMC1 145.A.20. The manual specifies the exact scope of work for each component rating, including tasks related to engines and APUs, which matches the regulatory requirements.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0107,NEEDS_REVIEW,0.80,2.16.4 NDT release to service (D1 rating). ............................................................................................................... 88...,The MOE Manual partially addresses the NDT release to service (D1 rating) requirement but lacks specific details on the responsibilities of the NDT certifying staff and the procedures for issuing a CRS after NDT. The manual references the Easy Access Rules for Continuing Airworthiness but does not fully integrate the regulatory requirements for NDT procedures and limitations.,Lack of detailed NDT procedures; Unclear responsibilities of NDT certifying staff; Incomplete integration of regulatory requirements for NDT,What are the specific NDT procedures followed by the organization?; Who is the Responsible NDT Level 3 in the organization?; How are NDT certifying staff trained and qualified?,"The MOE Manual should be updated to include detailed NDT procedures, clearly define the responsibilities of the NDT certifying staff, and fully integrate the regulatory requirements for NDT release to service. A review by the Responsible NDT Level 3 is recommended to ensure compliance."
moe_guide_0108,COMPLIANT,0.90,2.17 Records for the Operator. .............................................................................................................................. 89...,"The MOE Manual adequately addresses the requirement for records for the operator as specified in the MOE Guide. Section 2.17 of the MOE details the contracted record keeping for operators and the arrangements for processing and retention of operators’ maintenance records, which aligns with Part 145.A.55(b) and Part 145.A.70(a)12. The manual specifies the types of records to be maintained, including Certificates of Release to Service, inspection records, component life records, overhaul records, repair records, and authorised release documents. It also outlines the retention period for electronic copies of maintenance records and the procedures for handling records in case of organizational termination.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements for records for the operator.
moe_guide_0109,COMPLIANT,0.90,2.18. Occurrence Reporting. ................................................................................................................................... 90...,"The MOE Manual adequately addresses the MOE Guide requirement for occurrence reporting by including the necessary regulatory references and guidance material. The manual includes both GM1 145.A.60 and GM1 CAMO.A.160, which cover the mandatory reporting requirements as per Regulation (EU) 2015/1018 and AMC-20. The manual also correctly references AMC 20-8A for further details on occurrence reporting.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements for occurrence reporting.
moe_guide_0110,NEEDS_REVIEW,0.80,2.18.1 Mandatory Occurrences ............................................................................................................................... 90...,"The MOE Manual partially addresses the MOE Guide requirement for mandatory occurrences but lacks specific details on the process and criteria for reporting as outlined in the regulatory context. The MOE references GM1 145.A.60 and GM1 CAMO.A.160, which provide general guidance on mandatory reporting but do not fully align with the specific requirements of EASA EU 1321/2014. The MOE section 2.14 mentions the need to report incidents and occurrences but does not detail the process or reference the specific regulations (Regulation (EU) 2015/1018 and AMC 20-8A) as required.",Lack of detailed process for mandatory occurrence reporting; Incomplete reference to specific regulations (Regulation (EU) 2015/1018 and AMC 20-8A); No clear linkage between MOE sections and regulatory requirements,What specific process does the organization follow for mandatory occurrence reporting?; How does the organization ensure compliance with Regulation (EU) 2015/1018?; Are there any internal procedures referenced in the MOE that detail the occurrence reporting process?,"Revise the MOE to include a detailed process for mandatory occurrence reporting, explicitly reference Regulation (EU) 2015/1018 and AMC 20-8A, and ensure alignment with EASA EU 1321/2014 requirements."
moe_guide_0111,NEEDS_REVIEW,0.70,2.18.2 Voluntary Occurrences ................................................................................................................................. 91...,"The MOE Manual references GM1 CAMO.A.160 and GM1 145.A.60 for occurrence reporting, but does not explicitly address the specific requirements for voluntary occurrences as outlined in the MOE Guide (2.18.2). The regulatory context (EASA EU 1321/2014) requires clear delineation between mandatory and voluntary occurrences, including specific reporting procedures. The MOE lacks detailed guidance on voluntary occurrence reporting, such as the format, responsible parties, and follow-up actions.",No explicit mention of voluntary occurrence reporting procedures; Lack of detailed guidance on voluntary occurrence reporting format and responsibilities,Does the MOE provide a separate section or procedure for voluntary occurrence reporting?; Are there specific forms or templates for voluntary occurrence reporting?; Who is responsible for reviewing and acting on voluntary occurrence reports?,"Update the MOE to include a dedicated section for voluntary occurrence reporting, detailing the reporting process, responsible parties, and follow-up actions. Ensure alignment with EASA EU 1321/2014 requirements."
moe_guide_0112,NEEDS_REVIEW,0.80,2.19 Return of Defective Aircraft Components to Store. ............................................................................................. 91...,The MOE Manual partially addresses the requirement for the return of defective aircraft components to store but lacks specific procedures for handling and segregation as required by the regulatory context. The manual mentions labeling and handling of unserviceable components but does not detail the segregation process or the decision-making process for component status as specified in the regulatory citations.,"Lack of detailed segregation procedures for unserviceable components; No clear decision-making process for component status (serviceable, unserviceable, unsalvageable); Insufficient detail on secure storage areas for unsalvageable components",How are unserviceable components segregated from serviceable ones in practice?; Who is responsible for deciding the status of a defective component?; Are there secure areas designated for unsalvageable components?,"The MOE should be updated to include detailed procedures for the segregation of unserviceable components, a clear decision-making process for component status, and secure storage areas for unsalvageable components as per AMC M.A.605(c)."
moe_guide_0113,NEEDS_REVIEW,0.85,2.20 Defective Components to Outside Contractors. .................................................................................................. 91...,"The MOE Manual partially addresses the MOE Guide requirement for defective components sent to outside contractors. It covers dispatch, identification of work, control of dispatch/location/return, and packaging/transportation conditions. However, it lacks explicit reference to the requirement for listing contracted organizations in MOE chapters 2.1 and 5.4 (for EASA Part-145 approved) or 5.2 (for non-approved subcontractors). The manual also does not clearly link to voluntary occurrence reporting (MOE 2.18.2) for defective components found at installation.",No explicit reference to listing contracted organizations in MOE chapters 2.1 and 5.4/5.2; No clear link to voluntary occurrence reporting for defective components found at installation; No mention of return of serviceable components after maintenance at contractor facility,Are all contracted organizations listed in MOE chapters 2.1 and 5.4/5.2 as required?; How are defective components found at installation reported under the voluntary occurrence reporting scheme?; What is the process for verifying the serviceability of components returned from contractors?,"Update the MOE to include: 1) Reference to contracted organizations in chapters 2.1 and 5.4/5.2, 2) Link to voluntary occurrence reporting for defective components, 3) Process for verifying serviceability of returned components."
moe_guide_0114,NEEDS_REVIEW,0.80,2.21 Control of Computer Maintenance Records System. ........................................................................................... 93...,"The MOE Manual does not explicitly address the 'Control of Computer Maintenance Records System' as required by the MOE Guide. While it mentions security and safeguards against unauthorized access via password protection for scanned records, it lacks details on backup systems, storage conditions, and retrieval processes as specified in the regulatory context. The manual also does not mention the 24-hour backup update requirement or the need for hardware/software change management to ensure data accessibility.",No mention of backup system requirements; No details on storage conditions for computer records; No procedure for hardware/software changes to ensure data accessibility; No explicit mention of 24-hour backup update requirement,How is the backup of computer maintenance records managed?; Where and how are backup systems stored?; What safeguards are in place to prevent unauthorized alterations to the database?; How are hardware/software changes managed to ensure data accessibility?,"Update the MOE Manual to include detailed procedures for the control of computer maintenance records, including backup systems, storage conditions, retrieval processes, and safeguards against unauthorized alterations. Ensure compliance with the 24-hour backup update requirement and hardware/software change management."
moe_guide_0115,COMPLIANT,0.95,2.22 Control of Man-Hour Planning versus Scheduled Maintenance Work. ............................................................... 94...,"The MOE Manual adequately addresses the requirement for control of man-hour planning versus scheduled maintenance work by incorporating detailed provisions on fatigue management, shift planning, and human performance considerations as per EASA Part-145 regulations. The manual aligns with AMC1 145.A.47(b) and GM1 145.A.47(b) by detailing procedures for fatigue mitigation, shift scheduling, and risk assessment for extended work hours. It also references the need for adequate rest periods and advance notification of shift schedules, fulfilling the regulatory requirements.",None identified,How are shift schedules communicated to staff?; What specific mitigations are in place for extended work hours?; How is fatigue reporting integrated into the safety management system?,Ensure continuous monitoring and updating of fatigue management procedures to reflect any changes in operational practices or regulatory updates.
moe_guide_0116,COMPLIANT,0.95,2.23 Critical maintenance tasks and error-capturing methods .................................................................................... 95...,"The MOE Manual adequately addresses the requirement for critical maintenance tasks and error-capturing methods as per the MOE Guide and regulatory context. It includes definitions, procedures for identifying critical tasks, and detailed error-capturing methods such as independent inspection and re-inspection. The manual also references necessary qualifications and training for personnel involved in error-capturing methods.",No explicit mention of continuous evaluation frequency for the list of critical maintenance tasks.; Lack of detailed examples of error-capturing methods for specific critical tasks.,How often is the list of critical maintenance tasks reviewed and updated?; Are there specific error-capturing methods documented for each critical task identified in the list?,Include a defined frequency for the review and update of the critical maintenance tasks list. Provide detailed examples of error-capturing methods tailored to specific critical tasks to ensure comprehensive coverage and clarity.
moe_guide_0117,COMPLIANT,0.90,2.23.1 Critical maintenance tasks ..................................................................................................................... 95...,"The MOE Manual adequately addresses the requirement for critical maintenance tasks as outlined in the MOE Guide and regulatory context. It includes the definition of critical maintenance tasks and lists specific tasks that should be reviewed for safety impact, aligning with AMC1 M.A.402(h), AMC1 CAO.A.060(h), and AMC1 ML.A.402(b)(8). The manual also references the need for continuous evaluation and amendment of the list, which is in line with the regulatory expectations.","The MOE Manual could further detail the procedure for identifying and amending the list of critical maintenance tasks, including the person responsible and data sources used, as suggested in the MOE Guide.",Who is responsible for amending the list of critical maintenance tasks?; What data sources are used to identify and amend the list of critical maintenance tasks?; How often is the list of critical maintenance tasks reviewed and updated?,"The MOE Manual should be updated to include more detailed procedures for the identification and amendment of critical maintenance tasks, specifying the responsible person and data sources used, to fully align with the MOE Guide requirements."
moe_guide_0118,NEEDS_REVIEW,0.80,2.23.2 Error-capturing methods ....................................................................................................................... 95...,"The MOE Manual partially addresses the MOE Guide requirement by defining error-capturing methods and suggesting possible actions (e.g., visual inspection, operational check). However, it lacks explicit linkage to critical maintenance tasks and does not fully detail staff training and qualification requirements as mandated by AMC1 145.A.48(c)(2). The MOE references ED Decisions but does not integrate them cohesively with the regulatory requirements.",No explicit identification of critical maintenance tasks; Insufficient detail on staff training and qualifications for error-capturing methods; Lack of a clear procedure to ensure staff familiarity with critical tasks and error-capturing methods,How does the organization identify and document critical maintenance tasks?; What specific training and qualifications are required for staff performing error-capturing methods?; How does the organization ensure staff familiarity with critical tasks and error-capturing methods?,"Revise the MOE to include: 1) A clear procedure for identifying critical maintenance tasks, 2) Detailed requirements for staff training and qualifications, and 3) A process to ensure staff familiarity with critical tasks and error-capturing methods, referencing AMC1 145.A.48(c)(2)."
moe_guide_0119,COMPLIANT,0.90,2.24 Reference to Specific Procedures. ........................................................................................................................ 96...,"The MOE Manual adequately addresses the requirement for reference to specific procedures, particularly in sections 3.10 to 3.12, which detail procedures for deviation control, qualification for specialized activities, and control of manufacturers' and other maintenance working teams. These sections align with the regulatory requirements for documented procedures as per AMC1 145.B.200(a)(1) and M.B.702. The manual provides clear cross-references and ensures that procedures are documented and accessible, meeting the regulatory expectations for organizational structure, responsibilities, and internal control procedures.",The MOE does not explicitly mention the establishment of an index of cross-references to all related documentation as recommended in AMC1 145.B.200(a)(1)(d).,Is there an index or cross-reference system in place for all related documentation as recommended in AMC1 145.B.200(a)(1)(d)?; How are updates to the documented procedures communicated to all relevant personnel to ensure they are kept up to date?,"The MOE should include an explicit reference to an index or cross-reference system for all related documentation to fully comply with AMC1 145.B.200(a)(1)(d). Additionally, a procedure for communicating updates to documented procedures should be clearly outlined to ensure all personnel are aware of the latest versions."
moe_guide_0120,NEEDS_REVIEW,0.85,2.25 Procedures to Detect and Rectify Maintenance Errors. ....................................................................................... 97...,"The MOE Manual partially addresses the requirement for procedures to detect and rectify maintenance errors but lacks comprehensive details on error-capturing methods and their application. The manual mentions reinspection procedures and references specific procedures, but it does not fully detail the error-capturing methods as required by AMC3 145.A.48(c)(2) and AMC1 145.A.48(c)(2). The manual should include a clear definition of error-capturing methods, criteria for their selection, and training requirements for staff.",Lack of detailed error-capturing methods; Insufficient criteria for selecting error-capturing methods; Missing training and qualification requirements for staff applying error-capturing methods,How are error-capturing methods selected for different maintenance tasks?; What training is provided to staff on error-capturing methods?; How does the organization ensure staff familiarity with critical maintenance tasks and error-capturing methods?,"Revise the MOE Manual to include detailed error-capturing methods, criteria for their selection, and training requirements for staff. Ensure alignment with AMC3 145.A.48(c)(2) and AMC1 145.A.48(c)(2)."
moe_guide_0121,COMPLIANT,0.90,2.25.1  Procedure to minimise the risk of errors and preventing omissions ......................................................... 97...,"The MOE Manual adequately addresses the MOE Guide requirement for procedures to minimize the risk of errors and prevent omissions. It includes a detailed reinspection procedure (MOE-2) that covers the definition, performance by the same person, and recording of reinspection, aligning with REG-1 and REG-3 requirements. The manual also references specific maintenance procedures (MOE-1) and includes detailed instructions for special maintenance tasks, which comply with AMC1 145.A.35(a). The procedures for detecting and rectifying maintenance errors (MOE-1) are consistent with 145.A.48(b), 145.A.48(c)(3), AMC 145.A.48(c)(3), and GM1 145.A.48(c)(3).",None identified,Is there a documented process for ensuring consistency between the MOE 2.13 chapter (sign-off policy) and the procedures described in 2.25.1?; Are there any additional error-capturing methods not listed in the MOE that are used in practice?,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0122,COMPLIANT,0.90,"2.25.2 Procedure to minimise the risk of errors being repeated in identical maintenance tasks compromising
more than one system or function ...............................................................","The MOE Manual adequately addresses the requirement to minimize the risk of errors being repeated in identical maintenance tasks compromising more than one system or function. It references AMC M.A.402(g) and AMC1 145.A.48(c)(3), which specify the need for procedures to ensure different persons perform identical tasks in different systems or to implement reinspection procedures when only one person is available. The MOE also includes criteria for defining identical maintenance tasks and methods to minimize risks, aligning with the regulatory context.",The MOE could provide more detailed examples or a table to illustrate the prioritization of error-capturing methods as recommended in the regulatory context.,Are there specific examples or a table included in the MOE to illustrate the prioritization of error-capturing methods?; How does the organization ensure that reinspection procedures are consistently followed when only one person is available?,Include a detailed example or table in the MOE to illustrate the prioritization of error-capturing methods and ensure clarity in the reinspection procedures when only one person is available.
moe_guide_0123,NEEDS_REVIEW,0.80,2.25.3 Identification of methods in use to minimise the risks ......................................................................... 97...,"The MOE Manual does not explicitly address all required elements for minimizing information security risks as outlined in the regulatory context. Specifically, it lacks detailed procedures for identifying elements exposed to information security risks, interfaces with other organizations, and a predefined table of risk levels. The MOE Guide requirement 2.25.3 is partially met but requires further elaboration to fully comply with IS.I.OR.205 and AMC1 145.A.200(a)(3).",No predefined table of risk levels; Incomplete procedure for identifying interfaces with other organizations; Lack of clear responsibilities for evaluating risks,Does the MOE include a predefined table of risk levels?; Are there documented procedures for identifying interfaces with other organizations?; Who is responsible for evaluating and deciding on risk tolerability?,"Revise the MOE to include a predefined table of risk levels, detailed procedures for identifying interfaces with other organizations, and clear responsibilities for risk evaluation and decision-making."
moe_guide_0124,NEEDS_REVIEW,0.80,2.26 Shift / Task Handover Procedures ........................................................................................................................ 98...,"The MOE Manual does not explicitly address shift/task handover procedures as required by AMC 145.A.47(c). While the manual mentions the organization does not operate a shift system (2.22.5), it does not provide procedures for task handover, which is still necessary even without shifts. The regulatory context requires a formalized process for exchanging information between outgoing and incoming persons, including training and recording of handovers, which is not documented in the MOE.",No formalized task handover process documented; No training requirements for task handover; No recording mechanism for task handover,How does the organization ensure effective communication during task handovers between personnel?; Are there any informal procedures for task handover that are not documented in the MOE?; How is training on task handover conducted and recorded?,"The MOE should be updated to include detailed task handover procedures, even if the organization does not operate shifts. This should cover communication protocols, training requirements, and documentation of handovers to ensure compliance with AMC 145.A.47(c)."
moe_guide_0125,NEEDS_REVIEW,0.80,2.27 Procedures for Notification of Maintenance Data Inaccuracies and Ambiguities. .............................................. 99...,"The MOE Manual partially addresses the requirement for procedures to notify maintenance data inaccuracies and ambiguities. While it includes a general safety reporting scheme (2.25.2, 2.25.3) and mentions non-discrimination for reporting (REG-3), it lacks explicit procedures for notifying the author of maintenance data as required by AMC1 145.A.45(c). The manual does not specify how records of such communications are retained until the issue is clarified by the author.",No explicit procedure for notifying the author of maintenance data; No mention of record retention for communications with the author of maintenance data,How are maintenance data inaccuracies communicated to the author?; Where are records of these communications stored and for how long?,Amend the MOE to include explicit procedures for notifying the author of maintenance data inaccuracies and for retaining records of such communications until the issue is resolved.
moe_guide_0126,COMPLIANT,0.90,2.28 Production planning and organising of maintenance activities. ........................................................................ 100...,"The MOE Manual adequately addresses the MOE Guide requirement for production planning and organizing of maintenance activities. It includes all necessary elements as per AMC 145.A.47(a), such as scheduling, organizing maintenance teams, and considering logistics, inventory control, and other factors. The manual also addresses fatigue considerations as per GM1 145.A.47(b), including rest periods and shift patterns. The implementation aligns with the regulatory context provided.",,How does the organization ensure that critical maintenance tasks are scheduled during periods when staff are most alert?; What measures are in place to monitor and mitigate fatigue among maintenance personnel?,"No specific action items required as the MOE Manual is compliant. However, regular audits should be conducted to ensure ongoing compliance with fatigue management practices."
moe_guide_0127,COMPLIANT,0.95,2.29 Airworthiness review procedures and records. ................................................................................................. 102...,"The MOE Manual adequately addresses the MOE Guide requirement for airworthiness review procedures and records. It comprehensively covers the regulatory requirements outlined in ML.A.903, including the documented review of aircraft records, physical survey of the aircraft, and the issuance of the ARC. The MOE sections [MOE-1], [MOE-2], and [MOE-3] align with the regulatory context [REG-1], [REG-2], and [REG-3], ensuring all necessary checks and procedures are included.",,,No specific action items required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0128,COMPLIANT,0.90,2.30 Fabrication of Parts. ............................................................................................................................................ 102...,"The MOE Manual adequately addresses the fabrication of parts requirement as per the MOE Guide and regulatory context. It includes detailed procedures for fabrication, inspection, assembly, and testing, aligning with the technical and procedural capabilities of the organization. The manual specifies that fabrication is only for internal use and not for external supply, and it requires approved data for fabrication, including part numbering, dimensions, materials, and processes. The manual also mandates inspection and identification of locally fabricated parts, ensuring compliance with manufacturing data and traceability.",None identified,Is there a documented procedure for the competent authority's agreement on fabrication of parts?; Are all fabricated parts inspected independently before installation?; Are all fabricated parts marked with the organization's identity for traceability?,Ensure that all special processes or inspection procedures defined in the approved data are available at the organization or that approved alternatives are obtained from the TC/STC holder or declarant of a declaration of design compliance.
moe_guide_0129,NEEDS_REVIEW,0.80,2.31 Procedure for component maintenance under aircraft or engine rating ................................................... 102...,"The MOE Manual references the procedure for component maintenance under aircraft or engine rating in section 2.31, which aligns with the optional requirement in MOE GUIDE 1.9.7. However, the manual does not explicitly state whether the competent authority has agreed to the use of other maintenance data as per GM1 145.A.45(b). The regulatory context (REG-2 M.A.502) allows component maintenance under aircraft or engine ratings with competent authority agreement, but this is not clearly documented in the MOE.",Lack of explicit reference to competent authority agreement for using other maintenance data.; No clear documentation of the conditions under which component maintenance under aircraft or engine ratings is permitted.,Has the competent authority explicitly agreed to the use of other maintenance data for component maintenance under aircraft or engine ratings?; Are the conditions for such maintenance clearly defined and documented in the MOE or supporting documents?,"Update the MOE to include explicit reference to the competent authority's agreement and clearly define the conditions under which component maintenance under aircraft or engine ratings is permitted, as per GM1 145.A.45(b) and M.A.502."
moe_guide_0130,COMPLIANT,0.90,2.31.1 Conditions for using the privilege............................................................................................................... 102...,"The MOE Manual adequately addresses the MOE Guide requirement by referencing the correct regulatory context for privileges and conditions. Specifically, MOE-1 mirrors REG-1 exactly, detailing the conditions for using privileges, including the 2-year requirement and the 6-month experience requirement after the second year. MOE-2 expands on this with AMC 66.A.20(b)(2), providing detailed guidance on the duration and nature of maintenance experience required, which aligns with the regulatory intent. MOE-3 further supports compliance by addressing recent experience requirements, ensuring alignment with 66.A.30(d).",,,No action required as the MOE Manual is compliant with the regulatory requirements.
moe_guide_0131,COMPLIANT,0.90,2.31.2 Definition of Simple component maintenance .................................................................................... 103...,"The MOE Manual adequately addresses the requirement for defining simple component maintenance by referencing AMC1 145.A.10 and AMC 145.A.30(g), which clearly delineate the scope of line maintenance, including simple component tasks. The manual aligns with regulatory requirements by specifying tasks that can be performed under line maintenance and those requiring base maintenance, as per [REG-1] and [REG-3]. The MOE also includes procedures for task assessment and temporary base maintenance tasks under line maintenance, complying with [REG-1](c).",,Does the MOE explicitly define 'simple component maintenance' in line with AMC 145.A.30(g)?; Are there procedures for temporary base maintenance tasks under line maintenance as per AMC1 145.A.10(c)?,Ensure all simple component maintenance tasks are explicitly listed and aligned with AMC 145.A.30(g). Verify the procedure for temporary base maintenance tasks under line maintenance is clearly documented.
moe_guide_0132,COMPLIANT,0.90,2.32 Maintenance away from approved location ...................................................................................................... 103...,"The MOE Manual adequately addresses the MOE Guide requirement for maintenance away from approved locations. The MOE includes a specific section (1.9.4.5) that permits maintenance at line maintenance locations, which is a prerequisite for including the procedure in chapter 2.32 as per 145.A.75(c). The manual also references the necessary guidance documents and outlines the conditions under which such maintenance can be performed.",,,No action required as the MOE is compliant with the regulatory requirements.
moe_guide_0133,COMPLIANT,0.95,"2.33 Procedure for assessment of workscope as line or base maintenance ............................................................. 103

PART L2 ADDITIONAL LINE MAINTENANCE PROCEDURES ..................","The MOE Manual adequately addresses the MOE Guide requirement for the procedure for assessment of workscope as line or base maintenance, as well as the additional line maintenance procedures (L2.1 to L2.7). The manual includes all specified procedures and aligns with the regulatory context provided in EASA EU 1321/2014 and AMC/GM. The procedures cover control of components, tools, equipment, servicing, defect control, technical logs, pooled/loaned parts, return of defective parts, and critical maintenance tasks with error-capturing methods.",,Is there a documented process for temporary or occasional base maintenance tasks under line maintenance environment?; How are progressive or equalised maintenance programmes assessed for line maintenance suitability?,"Ensure that the procedure for temporary or occasional base maintenance tasks under line maintenance environment is explicitly documented, including the assessment criteria and conditions."
moe_guide_0134,COMPLIANT,0.90,3.1 Hazard identification and safety risk management schemes ............................................................................... 106...,"The MOE Manual adequately addresses the requirement for hazard identification and safety risk management schemes. It includes detailed processes for safety data collection, analysis, hazard identification, and risk management, aligning with AMC1 145.A.200(a)(3) and AMC1 CAMO.A.200(a)(3). The manual specifies procedures for internal safety reporting, investigations, and continuous improvement, which are in line with the regulatory requirements.","The MOE could further clarify the specific levels of management authorized to make decisions regarding the tolerability of safety risks, as mentioned in AMC1 145.A.200(a)(3)(b)(2).",Are the levels of management authorized to make decisions on safety risk tolerability clearly defined and documented?; Is there evidence of regular communication between all parties involved in complex operational and maintenance arrangements?,Clarify and document the specific levels of management authorized to make decisions regarding the tolerability of safety risks to ensure full compliance with AMC1 145.A.200(a)(3)(b)(2).
moe_guide_0135,NEEDS_REVIEW,0.85,3.2 Internal safety reporting and investigations. ....................................................................................................... 107...,"The MOE Manual partially addresses the internal safety reporting scheme requirements but lacks explicit mention of a just culture policy and detailed procedures for its implementation. The manual does outline a process for reporting, investigating, and analyzing occurrences, including confidentiality and feedback mechanisms. However, it does not clearly specify initial and recurrent training for staff involved in internal investigations or the analysis of collective data trends as required by AMC1 145.A.202(b)(3)(iii) and (b)(5).","Lack of explicit just culture policy and implementation procedures; No mention of initial and recurrent training for investigation staff; Insufficient detail on analyzing collective data trends; No explicit reference to cooperation with owners, operators, or CAMO on occurrence investigations","Is there a documented just culture policy and related implementation procedures?; How is initial and recurrent training for staff involved in internal investigations conducted?; What methods are used to analyze collective data trends?; How does the organization cooperate with owners, operators, or CAMO on occurrence investigations?","The MOE should be updated to include a just culture policy, detailed training requirements for investigation staff, methods for analyzing data trends, and procedures for cooperation with external parties on investigations."
moe_guide_0136,COMPLIANT,0.90,3.3 Safety action planning. ......................................................................................................................................... 108...,"The MOE Manual adequately addresses the requirement for safety action planning as per the MOE Guide and regulatory context. It includes detailed processes for hazard identification, risk management, internal investigation, safety performance monitoring, management of change, and continuous improvement. The manual aligns with AMC1 145.A.200(a)(3) and AMC1 CAMO.A.200(a)(3) by specifying hazard identification processes, risk management processes, and internal investigation procedures. It also details the safety risk management process, including analysis, assessment, and mitigation actions, which are in line with the regulatory requirements.","The MOE could further clarify the levels of management with authority to make decisions regarding the tolerability of safety risks, as specified in AMC1 145.A.200(a)(3)(b)(2).",Are the levels of management with authority to make decisions regarding the tolerability of safety risks clearly specified in the MOE?; How does the organization ensure regular communication between all parties involved in complex operational and maintenance arrangements?,Clarify the levels of management with authority to make decisions regarding the tolerability of safety risks in the MOE to ensure full compliance with AMC1 145.A.200(a)(3)(b)(2).
